symbol,date,open,high,low,close,volume,quote_volume
ETHUSDT,2022-09-03,1548.36,1581.89,1536.62,1560.49,20904.7193,32494927.151797
BTCUSDT,2022-09-03,19770.46,19932.06,19590.0,19790.82,4511.7218,89233412.811067
BTCUSDT,2022-09-04,19790.82,20052.28,19639.3,19855.01,5036.0943,99853300.82795
ETHUSDT,2022-09-04,1560.49,1605.85,1555.99,1600.88,22245.9966,34963427.896584
BTCUSDT,2022-09-05,19855.01,20177.35,19666.67,19817.0,6171.781,122417993.43074
ETHUSDT,2022-09-05,1600.88,1686.22,1576.49,1669.43,24356.7688,39918766.138331
BTCUSDT,2022-09-06,19817.0,19851.25,18540.02,18870.88,9855.542,186017282.367069
ETHUSDT,2022-09-06,1669.43,1674.58,1491.08,1544.27,33202.5408,51266703.233125
BTCUSDT,2022-09-07,18870.88,19459.19,18855.52,19251.18,9181.1633,176476150.828744
ETHUSDT,2022-09-07,1544.27,1656.95,1536.46,1629.82,37374.6833,60481567.502132
ETHUSDT,2022-09-08,1629.82,1745.04,1609.3,1719.42,50596.1841,84791462.197614
BTCUSDT,2022-09-08,19251.18,21334.91,19095.74,21266.01,11184.1444,224628648.839302
BTCUSDT,2022-09-09,21266.01,21659.3,21128.83,21220.02,11835.9097,252282443.668206
ETHUSDT,2022-09-09,1719.42,1745.03,1696.16,1715.94,57762.9133,99392130.186047
ETHUSDT,2022-09-10,1715.94,1789.39,1709.7,1769.45,34832.3213,61192061.030021
BTCUSDT,2022-09-10,21220.02,21802.0,21175.23,21641.17,9954.8753,214675356.207045
ETHUSDT,2022-09-11,1769.45,1788.84,1696.57,1706.13,31045.0236,54239402.232508
BTCUSDT,2022-09-11,21641.17,22477.1,21468.51,22114.18,10449.6687,228885602.644003
ETHUSDT,2022-09-12,1706.13,1759.28,1575.41,1592.64,38720.1578,65669438.891232
BTCUSDT,2022-09-12,22114.18,22774.96,20777.88,20828.09,12499.8034,276509676.252588
BTCUSDT,2022-09-13,20828.09,20918.1,19880.25,20178.4,10093.5975,205311352.945661
ETHUSDT,2022-09-13,1592.64,1632.63,1555.0,1594.54,45985.5657,73583647.44264
ETHUSDT,2022-09-14,1594.54,1654.1,1460.0,1492.1,50726.1419,80992024.854215
BTCUSDT,2022-09-14,20178.4,20388.43,19514.41,19737.4,10935.6254,219640067.843968
ETHUSDT,2022-09-15,1492.1,1519.08,1425.58,1452.83,45824.4778,67566123.883745
BTCUSDT,2022-09-15,19737.4,19944.25,19457.48,19660.72,10738.3437,212211198.132427
ETHUSDT,2022-09-16,1452.83,1456.47,1406.33,1444.13,40557.1437,58153135.643906
BTCUSDT,2022-09-16,19660.72,20062.7,19331.17,19964.28,9179.6247,181668784.45178
BTCUSDT,2022-09-17,19964.28,20182.96,19734.58,19815.73,5342.3122,106919683.429135
ETHUSDT,2022-09-17,1444.13,1476.16,1410.67,1417.23,23984.4387,34826718.577762
BTCUSDT,2022-09-18,19815.73,19877.27,18260.23,19079.42,9084.5688,172835733.310981
ETHUSDT,2022-09-18,1417.23,1424.69,1281.41,1341.4,34693.2756,46197726.451093
ETHUSDT,2022-09-19,1341.4,1392.29,1322.39,1377.91,32949.0335,44709331.029845
BTCUSDT,2022-09-19,19079.42,19676.81,18779.83,19237.44,8216.8808,158671282.548462
BTCUSDT,2022-09-20,19237.44,19473.44,18732.03,19192.11,8872.1045,168642751.783729
ETHUSDT,2022-09-20,1377.91,1383.34,1313.04,1343.06,37137.0056,49723801.024051
ETHUSDT,2022-09-21,1343.06,1407.19,1220.52,1271.32,63495.8309,82146964.625098
BTCUSDT,2022-09-21,19192.11,19937.12,18144.94,18987.3,12045.7941,227616206.515175
ETHUSDT,2022-09-22,1271.32,1358.42,1252.53,1293.95,38183.7386,50113828.471452
BTCUSDT,2022-09-22,18987.3,19504.34,18535.09,18713.58,12878.3211,246618179.560657
ETHUSDT,2022-09-23,1293.95,1349.0,1275.41,1339.92,42380.6324,55887415.481233
BTCUSDT,2022-09-23,18713.58,19400.0,18574.65,19121.25,9860.2314,187584928.905238
BTCUSDT,2022-09-24,19121.25,19194.36,18809.92,18989.53,7056.7604,134276200.769837
ETHUSDT,2022-09-24,1339.92,1348.52,1299.37,1310.99,25006.9315,33156015.323935
ETHUSDT,2022-09-25,1310.99,1338.39,1270.58,1325.18,28227.363,36800392.367159
BTCUSDT,2022-09-25,18989.53,19312.99,18634.6,19112.64,8071.9272,152985668.222528
ETHUSDT,2022-09-26,1325.18,1400.16,1311.52,1365.76,40190.3209,54874703.647893
BTCUSDT,2022-09-26,19112.64,20374.29,18973.16,19886.2,13685.7253,271519399.380709
ETHUSDT,2022-09-27,1365.76,1367.59,1254.48,1332.02,54919.5267,71745070.15812
BTCUSDT,2022-09-27,19886.2,19947.96,18486.77,19488.71,17580.4602,333789815.305104
BTCUSDT,2022-09-28,19488.71,19773.27,18846.79,19290.52,16067.0299,311861219.791837
ETHUSDT,2022-09-28,1332.02,1355.39,1288.62,1326.99,53975.6927,71848623.133053
BTCUSDT,2022-09-29,19290.52,20178.56,19126.32,19752.72,15881.5775,309648345.210476
ETHUSDT,2022-09-29,1326.99,1372.96,1314.93,1351.28,45218.2648,60366091.83565
BTCUSDT,2022-09-30,19752.72,19868.97,19167.89,19332.7,13012.2028,253214836.335213
ETHUSDT,2022-09-30,1351.28,1361.64,1316.62,1322.57,40845.4752,54421704.262722
ETHUSDT,2022-10-01,1322.57,1324.1,1286.49,1293.31,20623.2792,26970936.214779
BTCUSDT,2022-10-01,19332.7,19393.97,19038.33,19143.19,6248.2276,120326360.400835
BTCUSDT,2022-10-02,19143.19,19493.73,18922.64,19336.86,9367.9847,179908865.454453
ETHUSDT,2022-10-02,1293.31,1327.0,1263.57,1318.77,24045.4851,31156961.218791
BTCUSDT,2022-10-03,19336.86,20254.93,19313.72,20099.77,9381.2439,185316903.005128
ETHUSDT,2022-10-03,1318.77,1363.64,1309.33,1353.91,27759.5954,36967961.203759
BTCUSDT,2022-10-04,20099.77,20451.22,19750.0,19999.58,9870.1538,198502384.052322
ETHUSDT,2022-10-04,1353.91,1368.8,1317.17,1330.16,27593.2252,37200160.071809
ETHUSDT,2022-10-05,1330.16,1383.33,1327.26,1361.73,27978.3447,38099674.41301
BTCUSDT,2022-10-05,19999.58,20446.09,19877.93,20014.26,10127.657,204409197.288219
ETHUSDT,2022-10-06,1361.73,1372.59,1324.73,1334.05,33883.3243,45845293.018516
BTCUSDT,2022-10-06,20014.26,20246.83,19341.0,19577.62,8991.9259,178941187.490978
ETHUSDT,2022-10-07,1334.05,1337.28,1318.0,1324.16,33080.9452,43965976.718837
BTCUSDT,2022-10-07,19577.62,19642.71,19331.27,19487.21,4625.7019,90177477.522334
BTCUSDT,2022-10-08,19487.21,19550.85,19260.4,19536.02,3368.1213,65455481.58339
ETHUSDT,2022-10-08,1324.16,1329.93,1303.91,1326.66,28375.9875,37397285.692429
BTCUSDT,2022-10-09,19536.02,19552.87,19128.26,19271.06,5460.7906,105847627.514997
ETHUSDT,2022-10-09,1326.66,1337.95,1296.94,1308.33,32813.7525,43275744.858151
BTCUSDT,2022-10-10,19271.06,19355.87,18859.49,19147.44,6850.8235,130957237.100487
ETHUSDT,2022-10-10,1308.33,1314.98,1268.01,1293.59,29948.6255,38589444.287748
ETHUSDT,2022-10-11,1293.59,1306.16,1274.19,1299.29,36586.5858,47199257.414915
BTCUSDT,2022-10-11,19147.44,19200.44,18847.76,19137.32,7631.9435,145633720.465514
BTCUSDT,2022-10-12,19137.32,19234.91,18190.07,18953.06,9364.5099,176410633.29122
ETHUSDT,2022-10-12,1299.29,1302.92,1192.68,1256.5,38116.5266,48561861.809401
BTCUSDT,2022-10-13,18953.06,19949.28,18903.16,19358.37,13205.9099,257883724.941249
ETHUSDT,2022-10-13,1256.5,1342.68,1251.04,1310.28,57790.2993,75786461.942491
ETHUSDT,2022-10-14,1310.28,1312.97,1277.44,1286.06,48217.8114,62377835.301524
BTCUSDT,2022-10-14,19358.37,19402.22,19041.07,19129.72,6948.0819,133306307.225936
BTCUSDT,2022-10-15,19129.72,19194.79,18982.93,19156.27,4657.0998,89044561.195126
ETHUSDT,2022-10-15,1286.06,1290.0,1264.29,1286.22,39743.5665,50967070.857705
ETHUSDT,2022-10-16,1286.22,1337.49,1282.22,1329.06,27756.8819,36221250.366105
BTCUSDT,2022-10-16,19156.27,19675.02,19105.42,19532.53,5706.0054,110316896.258796
BTCUSDT,2022-10-17,19532.53,19706.66,19282.01,19375.21,5736.4311,112089176.719276
ETHUSDT,2022-10-17,1329.06,1341.49,1299.61,1307.5,22978.6292,30545122.283974
ETHUSDT,2022-10-18,1307.5,1320.0,1287.23,1304.54,20377.0781,26547779.793477
BTCUSDT,2022-10-18,19375.21,19440.13,19076.58,19267.81,3212.7432,61854989.982873
ETHUSDT,2022-10-19,1304.54,1310.0,1271.35,1299.96,23481.4084,30366027.629647
BTCUSDT,2022-10-19,19267.81,19342.81,18917.15,19252.75,3846.5625,73695003.526998
BTCUSDT,2022-10-20,19252.75,19256.26,18665.05,19161.12,5600.4454,106487632.807927
ETHUSDT,2022-10-20,1299.96,1300.06,1253.24,1297.52,34437.9042,44183475.58892
BTCUSDT,2022-10-21,19161.12,19252.97,19090.69,19234.1,4020.4488,77063843.24899
ETHUSDT,2022-10-21,1297.52,1318.58,1294.53,1316.36,37466.48,48760314.329985
ETHUSDT,2022-10-22,1316.36,1319.52,1300.0,1313.79,24953.4422,32721914.869609
BTCUSDT,2022-10-22,19234.1,19248.51,19076.85,19193.5,3363.4594,64519463.90445
BTCUSDT,2022-10-23,19193.5,19691.78,19163.06,19300.87,5918.0909,114772200.03603
ETHUSDT,2022-10-23,1313.79,1370.98,1311.41,1341.64,32927.8198,44251011.809724
BTCUSDT,2022-10-24,19300.87,19808.85,19223.51,19742.43,5077.5701,98342695.996973
ETHUSDT,2022-10-24,1341.64,1417.19,1330.92,1407.87,24187.5599,32656373.460888
ETHUSDT,2022-10-25,1407.87,1593.89,1405.25,1567.33,45576.2954,68357408.011678
BTCUSDT,2022-10-25,19742.43,21015.07,19721.06,20845.93,11831.8795,241051258.781079
ETHUSDT,2022-10-26,1567.33,1583.62,1535.0,1544.31,30783.3786,47957470.351045
BTCUSDT,2022-10-26,20845.93,20993.96,20433.17,20564.17,8082.0184,167446295.189001
BTCUSDT,2022-10-27,20564.17,20678.9,20004.8,20482.04,6248.653,127153138.171204
ETHUSDT,2022-10-27,1544.31,1565.88,1482.0,1537.78,35451.0864,53884330.684249
ETHUSDT,2022-10-28,1537.78,1651.96,1534.1,1632.3,45105.312,71490634.01473
BTCUSDT,2022-10-28,20482.04,21070.57,20452.37,20925.23,6421.3373,133166994.392096
BTCUSDT,2022-10-29,20925.23,20980.37,20624.08,20678.92,5633.7384,117092977.344022
ETHUSDT,2022-10-29,1632.3,1662.61,1580.65,1587.31,26216.1776,42379827.270308
ETHUSDT,2022-10-30,1587.31,1635.55,1547.22,1569.3,26114.7374,41547136.838846
BTCUSDT,2022-10-30,20678.92,20841.08,20239.6,20401.75,5463.2323,112372533.903339
BTCUSDT,2022-10-31,20401.75,20682.76,20330.65,20444.77,6299.3356,129021379.21946
ETHUSDT,2022-10-31,1569.3,1611.9,1550.43,1574.3,30340.5879,47886600.614064
ETHUSDT,2022-11-01,1574.3,1600.0,1537.67,1558.74,30715.6087,48337492.968245
BTCUSDT,2022-11-01,20444.77,20559.19,20341.5,20408.92,5269.1055,107793993.365376
ETHUSDT,2022-11-02,1558.74,1620.23,1502.59,1542.48,34011.5129,52521822.772554
BTCUSDT,2022-11-02,20408.92,20798.59,20038.43,20249.03,9690.9799,196676420.008325
BTCUSDT,2022-11-03,20249.03,21296.48,20160.43,20840.68,9330.6275,191780556.122526
ETHUSDT,2022-11-03,1542.48,1676.03,1525.5,1625.22,33119.8761,52005871.386109
BTCUSDT,2022-11-04,20840.68,21473.18,20673.86,21300.2,8534.1052,180810868.183432
ETHUSDT,2022-11-04,1625.22,1665.6,1609.02,1635.93,27305.3327,44857624.267636
ETHUSDT,2022-11-05,1635.93,1642.67,1608.89,1623.66,17234.5873,28034828.744426
BTCUSDT,2022-11-05,21300.2,21376.28,21145.19,21242.91,4928.3715,104807846.546116
BTCUSDT,2022-11-06,21242.91,21278.36,20582.54,20764.1,8362.7854,174648570.544157
ETHUSDT,2022-11-06,1623.66,1625.86,1546.67,1592.02,25353.0352,40196373.430941
BTCUSDT,2022-11-07,20764.1,20888.73,19240.0,19517.53,13279.0384,266082748.057746
ETHUSDT,2022-11-07,1592.02,1608.55,1426.66,1462.0,34468.6814,52313355.088577
BTCUSDT,2022-11-08,19517.53,20677.13,16919.95,17120.04,49808.4192,908125357.214101
ETHUSDT,2022-11-08,1462.0,1578.52,1137.39,1164.35,50387.7345,66521452.240369
ETHUSDT,2022-11-09,1164.35,1345.17,1074.39,1321.48,28960.3148,34290480.556786
BTCUSDT,2022-11-09,17120.04,17954.55,15576.0,17553.91,47910.6116,799226487.926382
ETHUSDT,2022-11-10,1321.48,1349.49,1202.0,1259.6,74266.5945,94493264.649603
BTCUSDT,2022-11-10,17553.91,18171.72,16373.63,16874.39,26224.1731,455780222.5328
ETHUSDT,2022-11-11,1259.6,1294.42,1234.55,1274.73,73402.2174,92758237.114745
BTCUSDT,2022-11-11,16874.39,17139.28,16557.33,16932.08,20951.6698,352782648.831135
ETHUSDT,2022-11-12,1274.73,1278.36,1215.69,1231.38,177214.7242,220037049.403933
BTCUSDT,2022-11-12,16932.08,16961.62,16442.23,16574.31,15736.4419,263875264.577738
ETHUSDT,2022-11-13,1231.38,1290.56,1171.99,1245.37,246545.9917,302341582.769404
BTCUSDT,2022-11-13,16574.31,17183.52,15823.35,16594.39,29644.163,489963379.707892
ETHUSDT,2022-11-14,1245.37,1288.9,1210.36,1264.2,128547.0511,159257202.848817
BTCUSDT,2022-11-14,16594.39,17116.34,16190.66,16981.96,21127.9897,352100553.866681
BTCUSDT,2022-11-15,16981.96,17064.26,16393.73,16431.78,16874.1639,283091384.526386
ETHUSDT,2022-11-15,1264.2,1273.0,1188.97,1193.32,82665.2967,102394009.355351
ETHUSDT,2022-11-16,1193.32,1227.91,1183.07,1193.24,60266.1792,72632829.215979
BTCUSDT,2022-11-16,16431.78,16755.57,16405.17,16545.06,15589.8492,258268367.585927
ETHUSDT,2022-11-17,1193.24,1231.18,1189.51,1211.32,56998.0527,69138561.747207
BTCUSDT,2022-11-17,16545.06,16986.78,16518.88,16695.39,14868.4538,249302763.458528
BTCUSDT,2022-11-18,16695.39,16731.17,16551.61,16656.53,11811.4023,196487751.191241
ETHUSDT,2022-11-18,1211.32,1214.53,1198.06,1209.48,48740.6792,58880840.172564
ETHUSDT,2022-11-19,1209.48,1232.52,1155.35,1176.92,55326.6674,66327587.308494
BTCUSDT,2022-11-19,16656.53,16819.13,16467.33,16580.21,9108.3103,151639001.143875
BTCUSDT,2022-11-20,16580.21,16605.85,15909.0,16126.99,14822.5364,240289269.672245
ETHUSDT,2022-11-20,1176.92,1187.57,1106.32,1130.57,86652.4389,98435088.815179
BTCUSDT,2022-11-21,16126.99,16296.89,15493.68,16237.77,18986.7014,301397140.165715
ETHUSDT,2022-11-21,1130.57,1141.49,1075.92,1135.24,103407.7408,114135032.004579
BTCUSDT,2022-11-22,16237.77,16657.42,16052.63,16426.94,20692.198,338644037.041338
ETHUSDT,2022-11-22,1135.24,1179.23,1115.12,1161.38,98648.2081,113370651.552745
BTCUSDT,2022-11-23,16426.94,16797.87,16322.22,16558.99,15967.952,264816725.908815
ETHUSDT,2022-11-23,1161.38,1216.12,1151.1,1195.0,74512.2982,88700081.577688
ETHUSDT,2022-11-24,1195.0,1207.0,1172.49,1190.01,75418.9928,89820161.636597
BTCUSDT,2022-11-24,16558.99,16666.62,16351.61,16510.2,14273.6798,235758081.192103
ETHUSDT,2022-11-25,1190.01,1232.2,1183.47,1210.76,71431.6675,86400598.499991
BTCUSDT,2022-11-25,16510.2,16695.0,16461.8,16513.99,13627.2839,225715768.682073
ETHUSDT,2022-11-26,1210.76,1222.22,1196.43,1217.74,68980.7676,83640074.383143
BTCUSDT,2022-11-26,16513.99,16593.94,16391.07,16574.95,13811.5632,228237159.949455
BTCUSDT,2022-11-27,16574.95,16594.67,16063.09,16146.74,13745.3863,224021909.697279
ETHUSDT,2022-11-27,1217.74,1219.83,1156.52,1163.13,71858.1507,85022266.630489
BTCUSDT,2022-11-28,16146.74,16537.44,16007.08,16392.58,16593.3082,270967257.27522
ETHUSDT,2022-11-28,1163.13,1221.49,1152.14,1208.66,84055.5678,99909247.057453
ETHUSDT,2022-11-29,1208.66,1281.41,1203.65,1266.99,74352.4249,92988518.773141
BTCUSDT,2022-11-29,16392.58,17071.33,16348.67,16865.66,15977.14,267297898.118147
BTCUSDT,2022-11-30,16865.66,17289.92,16718.76,16975.91,14386.0428,245650792.33591
ETHUSDT,2022-11-30,1266.99,1308.2,1260.04,1271.63,69074.2974,88703883.353396
ETHUSDT,2022-12-01,1271.63,1296.29,1265.65,1279.01,66029.9111,84326154.056199
BTCUSDT,2022-12-01,16975.91,17099.77,16794.62,16937.28,14281.8172,242030952.700636
ETHUSDT,2022-12-02,1279.01,1304.79,1262.06,1271.13,55199.397,70711820.796569
BTCUSDT,2022-12-02,16937.28,17142.79,16896.82,16961.54,14440.3925,245307709.851147
BTCUSDT,2022-12-03,16961.54,17061.98,16865.23,17029.19,10731.5333,182145951.458462
ETHUSDT,2022-12-03,1271.13,1271.49,1236.62,1259.86,53508.0776,67375537.706313
ETHUSDT,2022-12-04,1259.86,1304.71,1256.64,1266.39,66946.5452,86052105.463906
BTCUSDT,2022-12-04,17029.19,17411.0,16973.96,17083.88,16267.2129,279857225.071446
ETHUSDT,2022-12-05,1266.39,1270.01,1244.04,1254.24,66138.8844,83308554.891869
BTCUSDT,2022-12-05,17083.88,17124.24,16876.04,16984.44,16320.8892,277486114.442954
BTCUSDT,2022-12-06,16984.44,17131.14,16698.79,16838.15,14088.34,238381455.824682
ETHUSDT,2022-12-06,1254.24,1277.08,1219.21,1233.84,68191.0674,84972045.277146
ETHUSDT,2022-12-07,1233.84,1253.26,1222.74,1249.81,57564.5092,70977908.115426
BTCUSDT,2022-12-07,16838.15,16955.45,16741.21,16914.96,12559.4223,211320025.116291
BTCUSDT,2022-12-08,16914.96,17338.61,16910.6,17181.15,17320.2565,297728173.98955
ETHUSDT,2022-12-08,1249.81,1295.75,1248.76,1277.71,72559.4648,92799314.991237
BTCUSDT,2022-12-09,17181.15,17216.97,17071.25,17207.29,12679.6129,217411407.609822
ETHUSDT,2022-12-09,1277.71,1278.85,1256.38,1278.15,55814.1065,70659691.459019
ETHUSDT,2022-12-10,1278.15,1283.3,1262.56,1273.35,47034.7559,59845710.083104
BTCUSDT,2022-12-10,17207.29,17221.69,17103.71,17153.44,10007.605,171728654.786988
ETHUSDT,2022-12-11,1273.35,1283.95,1241.33,1249.01,59392.4775,74506521.921206
BTCUSDT,2022-12-11,17153.44,17261.99,16872.97,17009.41,14293.4314,243095324.861709
ETHUSDT,2022-12-12,1249.01,1345.41,1248.63,1323.86,66979.1435,85653454.443285
BTCUSDT,2022-12-12,17009.41,17957.17,16982.08,17751.65,14836.7276,256159146.858353
ETHUSDT,2022-12-13,1323.86,1344.03,1305.68,1338.02,71347.496,94329352.324839
BTCUSDT,2022-12-13,17751.65,18103.81,17619.53,18060.98,17598.7914,313168480.263319
ETHUSDT,2022-12-14,1338.02,1351.54,1264.56,1270.21,68569.9282,89044818.894274
BTCUSDT,2022-12-14,18060.98,18368.42,17383.25,17424.41,16953.532,301060353.523494
BTCUSDT,2022-12-15,17424.41,17524.66,16900.0,16972.29,14584.9041,251827455.482963
ETHUSDT,2022-12-15,1270.21,1279.75,1196.52,1203.72,73642.9944,91632853.056211
BTCUSDT,2022-12-16,16972.29,16974.81,16532.52,16699.6,17672.6272,295759308.556087
ETHUSDT,2022-12-16,1203.72,1211.41,1155.64,1180.05,74932.8625,88562971.045777
ETHUSDT,2022-12-17,1180.05,1196.46,1171.8,1174.27,46690.4562,55192021.275475
BTCUSDT,2022-12-17,16699.6,16799.05,16649.66,16684.64,10049.7568,168003936.332178
BTCUSDT,2022-12-18,16684.64,16841.63,16635.0,16669.58,12791.2985,214054017.39211
ETHUSDT,2022-12-18,1174.27,1194.87,1174.0,1179.84,46448.6567,54979514.494797
BTCUSDT,2022-12-19,16669.58,17046.84,16274.54,16919.29,14764.0954,246623512.066357
ETHUSDT,2022-12-19,1179.84,1229.09,1151.26,1217.08,72721.633,86882827.050996
ETHUSDT,2022-12-20,1217.08,1221.74,1203.59,1215.51,74129.3144,89924804.455966
BTCUSDT,2022-12-20,16919.29,16934.21,16734.03,16860.31,13321.6248,224476640.907801
ETHUSDT,2022-12-21,1215.51,1221.22,1184.8,1186.66,56671.3255,68610018.166776
BTCUSDT,2022-12-21,16860.31,16864.81,16617.2,16636.64,13500.1806,226829155.307105
ETHUSDT,2022-12-22,1186.66,1236.12,1183.21,1219.3,55244.7467,67163445.828831
BTCUSDT,2022-12-22,16636.64,16934.57,16569.03,16833.94,14051.0353,235927313.729327
BTCUSDT,2022-12-23,16833.94,16855.89,16770.95,16835.92,13195.3267,222006514.674133
ETHUSDT,2022-12-23,1219.3,1222.4,1214.81,1219.07,48441.7363,59036914.387349
ETHUSDT,2022-12-24,1219.07,1227.31,1196.14,1211.01,33238.4471,40526816.807004
BTCUSDT,2022-12-24,16835.92,16857.78,16731.36,16794.37,12075.8704,203217769.242579
BTCUSDT,2022-12-25,16794.37,16914.06,16734.63,16808.65,13650.547,229832606.805244
ETHUSDT,2022-12-25,1211.01,1223.97,1196.64,1215.51,45088.2678,54879862.575748
BTCUSDT,2022-12-26,16808.65,16965.57,16738.94,16800.15,12447.1619,209711273.752587
ETHUSDT,2022-12-26,1215.51,1233.61,1206.59,1211.28,59698.1198,72798666.98115
BTCUSDT,2022-12-27,16800.15,16804.01,16567.4,16578.07,14382.1324,239818082.815503
ETHUSDT,2022-12-27,1211.28,1215.32,1187.02,1189.26,71340.9215,85730938.462905
ETHUSDT,2022-12-28,1189.26,1206.07,1182.11,1201.09,73304.9599,87549310.111108
BTCUSDT,2022-12-28,16578.07,16662.73,16471.03,16615.33,12896.3632,213815459.964667
ETHUSDT,2022-12-29,1201.09,1204.11,1181.74,1195.03,59586.7501,71239316.215345
BTCUSDT,2022-12-29,16615.33,16653.76,16343.75,16555.05,12741.6193,211064845.35455
ETHUSDT,2022-12-30,1195.03,1208.1,1192.06,1202.85,62685.6048,75047353.071667
BTCUSDT,2022-12-30,16555.05,16657.42,16517.6,16590.7,13136.2802,217620605.697382
ETHUSDT,2022-12-31,1202.85,1205.22,1191.36,1196.79,63840.364,76408800.408344
BTCUSDT,2022-12-31,16590.7,16612.15,16475.23,16557.99,13464.043,222798371.498297
BTCUSDT,2023-01-01,16557.99,16766.67,16550.01,16734.95,13630.8986,226878092.34136
