id,date,symbol,long_short_ratio,long_account_pct,short_account_pct,taker_buy_sell_ratio,taker_buy_vol,taker_sell_vol,top_trader_long_short_ratio,bybit_funding_rate,bybit_oi,created_at
1551,2022-05-22,ETHUSDT,,,,1.1782991194885417,,,,,,2025-11-30 04:11:53
49,2022-05-23,BTCUSDT,,,,1.0688271722062501,,,,,,2025-11-29 07:32:00
1552,2022-05-23,ETHUSDT,,,,1.0829544431680556,,,,,,2025-11-30 04:11:53
50,2022-05-24,BTCUSDT,,,,1.075319382296875,,,,,,2025-11-29 07:32:00
1553,2022-05-24,ETHUSDT,,,,1.0832458529461804,,,,,,2025-11-30 04:11:53
51,2022-05-25,BTCUSDT,,,,1.0806457191680556,,,,,,2025-11-29 07:32:01
1554,2022-05-25,ETHUSDT,,,,1.0864673114569443,,,,,,2025-11-30 04:11:54
52,2022-05-26,BTCUSDT,,,,1.0762253955159722,,,,,,2025-11-29 07:32:01
1555,2022-05-26,ETHUSDT,,,,1.056065232786111,,,,,,2025-11-30 04:11:54
53,2022-05-27,BTCUSDT,,,,1.0795500579361113,,,0.5463125518311247,,,2025-11-29 07:32:01
1556,2022-05-27,ETHUSDT,,,,1.0558037237184028,,,0.5117881858433692,,,2025-11-30 04:11:54
54,2022-05-28,BTCUSDT,,,,1.1416588891508896,,,0.6623271724256444,,,2025-11-29 07:32:01
1557,2022-05-28,ETHUSDT,,,,1.11940410428363,,,0.5526930357691728,,,2025-11-30 04:11:54
55,2022-05-29,BTCUSDT,,,,1.1547795995673613,,,0.7721383448399559,,,2025-11-29 07:32:02
1558,2022-05-29,ETHUSDT,,,,1.1547790825090278,,,0.6134054521910686,,,2025-11-30 04:11:55
1559,2022-05-30,ETHUSDT,,,,1.1148236705465278,,,0.7118645154237775,,,2025-11-30 04:11:55
56,2022-05-30,BTCUSDT,,,,1.1459006289927083,,,1.0191718225797435,,,2025-11-29 07:32:02
57,2022-05-31,BTCUSDT,,,,1.1123127676562499,,,0.9353970244846572,,,2025-11-29 07:32:02
1560,2022-05-31,ETHUSDT,,,,1.0476498782829862,,,0.680154262683604,,,2025-11-30 04:11:55
1561,2022-06-01,ETHUSDT,,,,1.0512544199083331,,,0.5886240947596842,,,2025-11-30 04:11:55
58,2022-06-01,BTCUSDT,,,,1.034891781884722,,,0.8230325232828206,,,2025-11-29 07:32:02
59,2022-06-02,BTCUSDT,,,,1.101567845178125,,,0.680815115347981,,,2025-11-29 07:32:03
1562,2022-06-02,ETHUSDT,,,,1.0792009826041666,,,0.5321344421584163,,,2025-11-30 04:11:56
1563,2022-06-03,ETHUSDT,,,,1.095990105501389,,,0.48096914229886023,,,2025-11-30 04:11:56
60,2022-06-03,BTCUSDT,,,,1.0639607754520835,,,0.666918214824526,,,2025-11-29 07:32:03
61,2022-06-04,BTCUSDT,,,,1.1390457552694444,,,0.5830201063437807,,,2025-11-29 07:32:03
1564,2022-06-04,ETHUSDT,,,,1.1062688752184027,,,0.46339637882819734,,,2025-11-30 04:11:56
1565,2022-06-05,ETHUSDT,,,,1.17567544830625,,,0.4801231034709307,,,2025-11-30 04:11:57
62,2022-06-05,BTCUSDT,,,,1.1089731295708334,,,0.6318712775905722,,,2025-11-29 07:32:03
1566,2022-06-06,ETHUSDT,,,,1.1013800653826389,,,0.5911000924501764,,,2025-11-30 04:11:57
63,2022-06-06,BTCUSDT,,,,1.1328184208583332,,,1.053012264659023,,,2025-11-29 07:32:04
64,2022-06-07,BTCUSDT,,,,1.0355841666409722,,,0.6241575892613352,,,2025-11-29 07:32:04
1567,2022-06-07,ETHUSDT,,,,1.0530012175659722,,,0.4505000809095811,,,2025-11-30 04:11:57
1568,2022-06-08,ETHUSDT,,,,1.0544384555899304,,,0.5193190938840939,,,2025-11-30 04:11:57
65,2022-06-08,BTCUSDT,,,,1.069384531226736,,,0.8171234198487597,,,2025-11-29 07:32:04
66,2022-06-09,BTCUSDT,,,,1.0925289620034722,,,0.6438255081004192,,,2025-11-29 07:32:05
1569,2022-06-09,ETHUSDT,,,,1.0838503714458332,,,0.484772135820563,,,2025-11-30 04:11:58
67,2022-06-10,BTCUSDT,,,,1.090423968473611,,,0.510611622916669,,,2025-11-29 07:32:05
1570,2022-06-10,ETHUSDT,,,,1.0490963607916666,,,0.40128776814399075,,,2025-11-30 04:11:58
1571,2022-06-11,ETHUSDT,,,,1.0242777488947918,,,0.42906122840606903,,,2025-11-30 04:11:58
68,2022-06-11,BTCUSDT,,,,1.1054499298687501,,,0.4675829303742729,,,2025-11-29 07:32:05
69,2022-06-12,BTCUSDT,,,,1.0874392988694446,,,0.5269577493406767,,,2025-11-29 07:32:05
1572,2022-06-12,ETHUSDT,,,,1.1097086340190971,,,0.5822344110152975,,,2025-11-30 04:11:58
70,2022-06-13,BTCUSDT,,,,1.0386387884718749,,,0.6183773799040113,,,2025-11-29 07:32:06
1573,2022-06-13,ETHUSDT,,,,1.0519011462336807,,,0.7905928392906189,,,2025-11-30 04:11:58
71,2022-06-14,BTCUSDT,,,,1.0843462361069445,,,0.7096866027071091,,,2025-11-29 07:32:06
1574,2022-06-14,ETHUSDT,,,,1.0681425394354167,,,0.8569903881568213,,,2025-11-30 04:11:59
72,2022-06-15,BTCUSDT,,,,1.0666354748937499,,,0.6116378317708642,,,2025-11-29 07:32:06
1575,2022-06-15,ETHUSDT,,,,1.0386792272968748,,,0.7781086506312787,,,2025-11-30 04:11:59
73,2022-06-16,BTCUSDT,,,,1.0495114582076388,,,0.5743146454661969,,,2025-11-29 07:32:07
1576,2022-06-16,ETHUSDT,,,,1.0575875703600695,,,0.7924055785556079,,,2025-11-30 04:11:59
74,2022-06-17,BTCUSDT,,,,1.0674209848027776,,,0.49643809909240466,,,2025-11-29 07:32:07
1577,2022-06-17,ETHUSDT,,,,1.0553328810822917,,,0.7148624178646812,,,2025-11-30 04:12:00
1578,2022-06-18,ETHUSDT,,,,1.0470946836420139,,,0.7297860537202436,,,2025-11-30 04:12:00
75,2022-06-18,BTCUSDT,,,,1.044766267763889,,,0.5248700094967012,,,2025-11-29 07:32:07
76,2022-06-19,BTCUSDT,,,,1.1245004257642361,,,0.8232596075118094,,,2025-11-29 07:32:07
1579,2022-06-19,ETHUSDT,,,,1.1191236885458333,,,1.07324309388183,,,2025-11-30 04:12:00
77,2022-06-20,BTCUSDT,,,,1.0858995128388889,,,0.9571998829487041,,,2025-11-29 07:32:08
1580,2022-06-20,ETHUSDT,,,,1.0704611053461806,,,1.050021448264211,,,2025-11-30 04:12:00
1581,2022-06-21,ETHUSDT,,,,1.0937911513732639,,,1.0312105768585578,,,2025-11-30 04:12:01
78,2022-06-21,BTCUSDT,,,,1.096381193861111,,,1.0195482755439191,,,2025-11-29 07:32:08
79,2022-06-22,BTCUSDT,,,,1.0737529084972222,,,0.8697926622169718,,,2025-11-29 07:32:08
1582,2022-06-22,ETHUSDT,,,,1.047999048064236,,,0.952210923741787,,,2025-11-30 04:12:01
80,2022-06-23,BTCUSDT,,,,1.121846471396875,,,0.9816975262724245,,,2025-11-29 07:32:09
1583,2022-06-23,ETHUSDT,,,,1.096637056957639,,,1.046924834270182,,,2025-11-30 04:12:01
81,2022-06-24,BTCUSDT,,,,1.0765751031072917,,,1.059743479177611,,,2025-11-29 07:32:09
1584,2022-06-24,ETHUSDT,,,,1.1133524651138889,,,1.2126554761411694,,,2025-11-30 04:12:02
82,2022-06-25,BTCUSDT,,,,1.107324838923264,,,,,,2025-11-29 07:32:09
1585,2022-06-25,ETHUSDT,,,,1.0960169416288195,,,,,,2025-11-30 04:12:02
83,2022-06-26,BTCUSDT,,,,1.0824024994805557,,,,,,2025-11-29 07:32:09
1586,2022-06-26,ETHUSDT,,,,1.1147311634972223,,,,,,2025-11-30 04:12:02
1587,2022-06-27,ETHUSDT,,,,1.059078050340278,,,1.1277650287228256,,,2025-11-30 04:12:02
84,2022-06-27,BTCUSDT,,,,1.0602730639760418,,,0.9849637009391519,,,2025-11-29 07:32:10
85,2022-06-28,BTCUSDT,,,,1.0765434514760415,,,,,,2025-11-29 07:32:10
1588,2022-06-28,ETHUSDT,,,,1.0814433415138889,,,,,,2025-11-30 04:12:03
86,2022-06-29,BTCUSDT,,,,1.0658982374378472,,,,,,2025-11-29 07:32:10
1589,2022-06-29,ETHUSDT,,,,1.0854147212309029,,,,,,2025-11-30 04:12:03
87,2022-06-30,BTCUSDT,,,,1.073752394413889,,,,,,2025-11-29 07:32:10
1590,2022-06-30,ETHUSDT,,,,1.0941348784218752,,,,,,2025-11-30 04:12:03
88,2022-07-01,BTCUSDT,,,,1.0585561707805557,,,,,,2025-11-29 07:32:10
1591,2022-07-01,ETHUSDT,,,,1.1015521487791666,,,,,,2025-11-30 04:12:03
89,2022-07-02,BTCUSDT,,,,1.0888429706777778,,,,,,2025-11-29 07:32:11
1592,2022-07-02,ETHUSDT,,,,1.1114383881326388,,,,,,2025-11-30 04:12:04
90,2022-07-03,BTCUSDT,,,,1.1293633316652776,,,,,,2025-11-29 07:32:11
1593,2022-07-03,ETHUSDT,,,,1.10702720500625,,,,,,2025-11-30 04:12:04
1594,2022-07-04,ETHUSDT,,,,1.13013431400625,,,,,,2025-11-30 04:12:04
91,2022-07-04,BTCUSDT,,,,1.1229958598961804,,,,,,2025-11-29 07:32:11
92,2022-07-05,BTCUSDT,,,,1.090803336439236,,,,,,2025-11-29 07:32:11
1595,2022-07-05,ETHUSDT,,,,1.0895105339621527,,,,,,2025-11-30 04:12:04
1596,2022-07-06,ETHUSDT,,,,1.1119327655454863,,,,,,2025-11-30 04:12:05
93,2022-07-06,BTCUSDT,,,,1.1028886142559027,,,,,,2025-11-29 07:32:12
94,2022-07-07,BTCUSDT,,,,1.0971091271194444,,,,,,2025-11-29 07:32:12
1597,2022-07-07,ETHUSDT,,,,1.0976638670725694,,,,,,2025-11-30 04:12:05
1598,2022-07-08,ETHUSDT,,,,1.0890954609805554,,,,,,2025-11-30 04:12:05
95,2022-07-08,BTCUSDT,,,,1.074094114671875,,,,,,2025-11-29 07:32:12
1599,2022-07-09,ETHUSDT,,,,1.11995027718125,,,,,,2025-11-30 04:12:05
96,2022-07-09,BTCUSDT,,,,1.1100709320850695,,,,,,2025-11-29 07:32:12
1600,2022-07-10,ETHUSDT,,,,1.0883999404135416,,,,,,2025-11-30 04:12:06
97,2022-07-10,BTCUSDT,,,,1.0945459176756944,,,,,,2025-11-29 07:32:13
1601,2022-07-11,ETHUSDT,,,,1.1019089721569442,,,,,,2025-11-30 04:12:06
98,2022-07-11,BTCUSDT,,,,1.1153998338184028,,,,,,2025-11-29 07:32:13
1602,2022-07-12,ETHUSDT,,,,1.0787197574729168,,,,,,2025-11-30 04:12:06
99,2022-07-12,BTCUSDT,,,,1.0890918060989583,,,,,,2025-11-29 07:32:13
1603,2022-07-13,ETHUSDT,,,,1.1053478039413196,,,,,,2025-11-30 04:12:07
100,2022-07-13,BTCUSDT,,,,1.0926599840583333,,,,,,2025-11-29 07:32:13
1604,2022-07-14,ETHUSDT,,,,1.0987629113847222,,,,,,2025-11-30 04:12:07
101,2022-07-14,BTCUSDT,,,,1.1357346789225695,,,,,,2025-11-29 07:32:13
1605,2022-07-15,ETHUSDT,,,,1.1299076902690972,,,,,,2025-11-30 04:12:07
102,2022-07-15,BTCUSDT,,,,1.1182798974104167,,,,,,2025-11-29 07:32:14
1606,2022-07-16,ETHUSDT,,,,1.1368607871666667,,,,,,2025-11-30 04:12:07
103,2022-07-16,BTCUSDT,,,,1.1160118128819445,,,,,,2025-11-29 07:32:14
1607,2022-07-17,ETHUSDT,,,,1.077592360757986,,,,,,2025-11-30 04:12:08
104,2022-07-17,BTCUSDT,,,,1.110996345603125,,,,,,2025-11-29 07:32:14
105,2022-07-18,BTCUSDT,,,,1.0842403201340278,,,,,,2025-11-29 07:32:14
1608,2022-07-18,ETHUSDT,,,,1.0849300235423611,,,,,,2025-11-30 04:12:08
106,2022-07-19,BTCUSDT,,,,1.0732066806434029,,,,,,2025-11-29 07:32:14
1609,2022-07-19,ETHUSDT,,,,1.0335605722906251,,,,,,2025-11-30 04:12:08
107,2022-07-20,BTCUSDT,,,,1.070976759478125,,,,,,2025-11-29 07:32:15
1610,2022-07-20,ETHUSDT,,,,1.039464017026389,,,,,,2025-11-30 04:12:08
108,2022-07-21,BTCUSDT,,,,1.0714720023878472,,,,,,2025-11-29 07:32:15
1611,2022-07-21,ETHUSDT,,,,1.0654695304166666,,,,,,2025-11-30 04:12:09
1612,2022-07-22,ETHUSDT,,,,1.0547998891954862,,,,,,2025-11-30 04:12:09
109,2022-07-22,BTCUSDT,,,,1.0890726906635417,,,,,,2025-11-29 07:32:15
110,2022-07-23,BTCUSDT,,,,1.0614654914840278,,,,,,2025-11-29 07:32:15
1613,2022-07-23,ETHUSDT,,,,1.0387193088052085,,,,,,2025-11-30 04:12:09
1614,2022-07-24,ETHUSDT,,,,1.0923432324135416,,,,,,2025-11-30 04:12:10
111,2022-07-24,BTCUSDT,,,,1.0886216384951388,,,,,,2025-11-29 07:32:16
112,2022-07-25,BTCUSDT,,,,1.0682061762069446,,,,,,2025-11-29 07:32:16
1615,2022-07-25,ETHUSDT,,,,1.0254061955847222,,,,,,2025-11-30 04:12:10
113,2022-07-26,BTCUSDT,,,,1.0972526890871528,,,,,,2025-11-29 07:32:16
1616,2022-07-26,ETHUSDT,,,,1.0476407225534723,,,,,,2025-11-30 04:12:10
114,2022-07-27,BTCUSDT,,,,1.1396657868541666,,,,,,2025-11-29 07:32:16
1617,2022-07-27,ETHUSDT,,,,1.0745139022729167,,,,,,2025-11-30 04:12:10
115,2022-07-28,BTCUSDT,,,,1.1074562639253474,,,,,,2025-11-29 07:32:17
1618,2022-07-28,ETHUSDT,,,,1.0583456335364585,,,,,,2025-11-30 04:12:11
116,2022-07-29,BTCUSDT,,,,1.0721260902281249,,,,,,2025-11-29 07:32:18
1619,2022-07-29,ETHUSDT,,,,1.0085810973798612,,,,,,2025-11-30 04:12:11
117,2022-07-30,BTCUSDT,,,,1.1009184330680553,,,,,,2025-11-29 07:32:18
1620,2022-07-30,ETHUSDT,,,,1.0229805988090277,,,,,,2025-11-30 04:12:11
118,2022-07-31,BTCUSDT,,,,1.0640499796930554,,,,,,2025-11-29 07:32:18
1621,2022-07-31,ETHUSDT,,,,1.0355193602097221,,,,,,2025-11-30 04:12:11
1622,2022-08-01,ETHUSDT,,,,1.0400737326163194,,,,,,2025-11-30 04:12:12
119,2022-08-01,BTCUSDT,,,,1.0881520808677083,,,,,,2025-11-29 07:32:19
1623,2022-08-02,ETHUSDT,,,,1.0700645116493055,,,,,,2025-11-30 04:12:12
120,2022-08-02,BTCUSDT,,,,1.0793285997503472,,,,,,2025-11-29 07:32:19
121,2022-08-03,BTCUSDT,,,,1.052466521136111,,,,,,2025-11-29 07:32:19
1624,2022-08-03,ETHUSDT,,,,1.0522712318416665,,,,,,2025-11-30 04:12:12
122,2022-08-04,BTCUSDT,,,,1.0263802738100694,,,,,,2025-11-29 07:32:19
1625,2022-08-04,ETHUSDT,,,,1.0200305389854165,,,,,,2025-11-30 04:12:13
1626,2022-08-05,ETHUSDT,,,,1.0577658105576389,,,,,,2025-11-30 04:12:13
123,2022-08-05,BTCUSDT,,,,1.1048019462562502,,,,,,2025-11-29 07:32:19
1627,2022-08-06,ETHUSDT,,,,1.0665055288944445,,,,,,2025-11-30 04:12:13
124,2022-08-06,BTCUSDT,,,,1.145112176434722,,,,,,2025-11-29 07:32:20
125,2022-08-07,BTCUSDT,,,,1.1155597297350694,,,,,,2025-11-29 07:32:20
1628,2022-08-07,ETHUSDT,,,,1.04501198623125,,,,,,2025-11-30 04:12:13
1629,2022-08-08,ETHUSDT,,,,1.0672922985503472,,,,,,2025-11-30 04:12:14
126,2022-08-08,BTCUSDT,,,,1.0813104005982639,,,,,,2025-11-29 07:32:20
1630,2022-08-09,ETHUSDT,,,,1.0028410916006942,,,,,,2025-11-30 04:12:14
127,2022-08-09,BTCUSDT,,,,1.0063351678802084,,,,,,2025-11-29 07:32:20
128,2022-08-10,BTCUSDT,,,,1.0758653456399305,,,,,,2025-11-29 07:32:21
1631,2022-08-10,ETHUSDT,,,,1.065949970420139,,,,,,2025-11-30 04:12:14
1632,2022-08-11,ETHUSDT,,,,1.0237245178746528,,,,,,2025-11-30 04:12:14
129,2022-08-11,BTCUSDT,,,,1.0567129189354167,,,,,,2025-11-29 07:32:21
1633,2022-08-12,ETHUSDT,,,,1.0478147229444446,,,,,,2025-11-30 04:12:15
130,2022-08-12,BTCUSDT,,,,1.0547514441527777,,,,,,2025-11-29 07:32:21
1634,2022-08-13,ETHUSDT,,,,1.0498177997684026,,,,,,2025-11-30 04:12:15
131,2022-08-13,BTCUSDT,,,,1.0874211918197918,,,,,,2025-11-29 07:32:21
132,2022-08-14,BTCUSDT,,,,1.043376321471528,,,,,,2025-11-29 07:32:21
1635,2022-08-14,ETHUSDT,,,,1.055594128397222,,,,,,2025-11-30 04:12:15
133,2022-08-15,BTCUSDT,,,,1.0333267429038193,,,,,,2025-11-29 07:32:22
1636,2022-08-15,ETHUSDT,,,,1.0122589941979168,,,,,,2025-11-30 04:12:15
134,2022-08-16,BTCUSDT,,,,1.0399675230663195,,,,,,2025-11-29 07:32:22
1637,2022-08-16,ETHUSDT,,,,1.0217515540690973,,,,,,2025-11-30 04:12:16
135,2022-08-17,BTCUSDT,,,,1.0433202803416666,,,,,,2025-11-29 07:32:22
1638,2022-08-17,ETHUSDT,,,,1.0277768834895833,,,,,,2025-11-30 04:12:16
1639,2022-08-18,ETHUSDT,,,,1.0549005310010418,,,,,,2025-11-30 04:12:16
136,2022-08-18,BTCUSDT,,,,1.088842197603472,,,,,,2025-11-29 07:32:22
1640,2022-08-19,ETHUSDT,,,,1.0292443789267363,,,,,,2025-11-30 04:12:16
137,2022-08-19,BTCUSDT,,,,1.008495669117014,,,,,,2025-11-29 07:32:23
138,2022-08-20,BTCUSDT,,,,1.1125406345864584,,,,,,2025-11-29 07:32:23
1641,2022-08-20,ETHUSDT,,,,1.0732749358423612,,,,,,2025-11-30 04:12:17
139,2022-08-21,BTCUSDT,,,,1.1135927931361111,,,,,,2025-11-29 07:32:23
1642,2022-08-21,ETHUSDT,,,,1.0670523042024307,,,,,,2025-11-30 04:12:17
140,2022-08-22,BTCUSDT,,,,1.0673422964131944,,,,,,2025-11-29 07:32:23
1643,2022-08-22,ETHUSDT,,,,1.0610973249711806,,,,,,2025-11-30 04:12:17
141,2022-08-23,BTCUSDT,,,,1.1257641063871526,,,,,,2025-11-29 07:32:24
1644,2022-08-23,ETHUSDT,,,,1.0658623010489583,,,,,,2025-11-30 04:12:17
142,2022-08-24,BTCUSDT,,,,1.1211034950166667,,,,,,2025-11-29 07:32:24
1645,2022-08-24,ETHUSDT,,,,1.0593999016697917,,,,,,2025-11-30 04:12:18
1646,2022-08-25,ETHUSDT,,,,1.0854941068309027,,,,,,2025-11-30 04:12:18
143,2022-08-25,BTCUSDT,,,,1.0869379642239585,,,,,,2025-11-29 07:32:24
144,2022-08-26,BTCUSDT,,,,1.036151034684375,,,,,,2025-11-29 07:32:24
1647,2022-08-26,ETHUSDT,,,,1.0252721929482638,,,,,,2025-11-30 04:12:18
145,2022-08-27,BTCUSDT,,,,1.0503428780878472,,,,,,2025-11-29 07:32:25
1648,2022-08-27,ETHUSDT,,,,1.0747808280635418,,,,,,2025-11-30 04:12:19
146,2022-08-28,BTCUSDT,,,,1.0913043744305557,,,,,,2025-11-29 07:32:25
1649,2022-08-28,ETHUSDT,,,,1.0701604266788194,,,,,,2025-11-30 04:12:19
1650,2022-08-29,ETHUSDT,,,,1.0867077566864585,,,,,,2025-11-30 04:12:19
147,2022-08-29,BTCUSDT,,,,1.138738757644097,,,,,,2025-11-29 07:32:25
148,2022-08-30,BTCUSDT,,,,1.0655432988302083,,,,,,2025-11-29 07:32:25
1651,2022-08-30,ETHUSDT,,,,1.0526233722444447,,,,,,2025-11-30 04:12:19
149,2022-08-31,BTCUSDT,,,,1.1086360875958334,,,,,,2025-11-29 07:32:26
1652,2022-08-31,ETHUSDT,,,,1.0732918619840277,,,,,,2025-11-30 04:12:20
150,2022-09-01,BTCUSDT,,,,1.051958607153125,,,,,,2025-11-29 07:32:26
1653,2022-09-01,ETHUSDT,,,,1.0753559721670138,,,,,,2025-11-30 04:12:20
151,2022-09-02,BTCUSDT,,,,1.1146268194538194,,,,,,2025-11-29 07:32:26
1654,2022-09-02,ETHUSDT,,,,1.0764662559625,,,,,,2025-11-30 04:12:20
152,2022-09-03,BTCUSDT,,,,1.081885527865625,,,0.4654234371904809,,,2025-11-29 07:32:26
1655,2022-09-03,ETHUSDT,,,,1.072295870601736,,,0.7659997675541605,,,2025-11-30 04:12:20
1656,2022-09-04,ETHUSDT,,,,1.0884084593770833,,,,,,2025-11-30 04:12:21
153,2022-09-04,BTCUSDT,,,,1.1074795261781252,,,,,,2025-11-29 07:32:27
1657,2022-09-05,ETHUSDT,,,,1.097602396001389,,,,,,2025-11-30 04:12:21
154,2022-09-05,BTCUSDT,,,,1.065443208396875,,,,,,2025-11-29 07:32:27
155,2022-09-06,BTCUSDT,,,,1.0340022134666667,,,,,,2025-11-29 07:32:27
1658,2022-09-06,ETHUSDT,,,,1.045469859984722,,,,,,2025-11-30 04:12:21
156,2022-09-07,BTCUSDT,,,,1.1254773559243054,,,,,,2025-11-29 07:32:27
1659,2022-09-07,ETHUSDT,,,,1.0822588643145834,,,,,,2025-11-30 04:12:21
1660,2022-09-08,ETHUSDT,,,,1.0733538676552083,,,,,,2025-11-30 04:12:22
157,2022-09-08,BTCUSDT,,,,1.1326704046579863,,,,,,2025-11-29 07:32:28
1661,2022-09-09,ETHUSDT,,,,1.0769352078270833,,,,,,2025-11-30 04:12:22
158,2022-09-09,BTCUSDT,,,,1.111132253759375,,,,,,2025-11-29 07:32:28
1662,2022-09-10,ETHUSDT,,,,1.079360377728125,,,,,,2025-11-30 04:12:22
159,2022-09-10,BTCUSDT,,,,1.1156077210107638,,,,,,2025-11-29 07:32:28
1663,2022-09-11,ETHUSDT,,,,1.0903943134232639,,,,,,2025-11-30 04:12:23
160,2022-09-11,BTCUSDT,,,,1.120677181821875,,,,,,2025-11-29 07:32:28
161,2022-09-12,BTCUSDT,,,,1.0911317562708334,,,,,,2025-11-29 07:32:28
1664,2022-09-12,ETHUSDT,,,,1.06500790205625,,,,,,2025-11-30 04:12:23
1665,2022-09-13,ETHUSDT,,,,1.0510926506402776,,,,,,2025-11-30 04:12:23
162,2022-09-13,BTCUSDT,,,,1.049631815348611,,,,,,2025-11-29 07:32:29
1666,2022-09-14,ETHUSDT,,,,1.0517580533735191,,,,,,2025-11-30 04:12:23
163,2022-09-14,BTCUSDT,,,,1.0692195321689897,,,,,,2025-11-29 07:32:29
1667,2022-09-15,ETHUSDT,,,,1.0065549545236112,,,,,,2025-11-30 04:12:24
164,2022-09-15,BTCUSDT,,,,1.053300530818403,,,,,,2025-11-29 07:32:29
1668,2022-09-16,ETHUSDT,,,,1.053325517923264,,,,,,2025-11-30 04:12:24
165,2022-09-16,BTCUSDT,,,,1.073865050284028,,,,,,2025-11-29 07:32:29
1669,2022-09-17,ETHUSDT,,,,1.0973007699840278,,,,,,2025-11-30 04:12:24
166,2022-09-17,BTCUSDT,,,,1.1255367778135417,,,,,,2025-11-29 07:32:30
167,2022-09-18,BTCUSDT,,,,1.0828981868295138,,,,,,2025-11-29 07:32:30
1670,2022-09-18,ETHUSDT,,,,1.0616691411822918,,,,,,2025-11-30 04:12:24
168,2022-09-19,BTCUSDT,,,,1.0651156176736112,,,,,,2025-11-29 07:32:30
1671,2022-09-19,ETHUSDT,,,,1.0804037267708333,,,,,,2025-11-30 04:12:25
169,2022-09-20,BTCUSDT,,,,1.0787428810069446,,,,,,2025-11-29 07:32:30
1672,2022-09-20,ETHUSDT,,,,1.0664914491666666,,,,,,2025-11-30 04:12:25
1673,2022-09-21,ETHUSDT,,,,1.0466470696875,,,,,,2025-11-30 04:12:25
170,2022-09-21,BTCUSDT,,,,1.0680963369444445,,,,,,2025-11-29 07:32:31
1674,2022-09-22,ETHUSDT,,,,1.085418437086111,,,,,,2025-11-30 04:12:26
171,2022-09-22,BTCUSDT,,,,1.0871271062576389,,,,,,2025-11-29 07:32:31
172,2022-09-23,BTCUSDT,,,,1.063728060725347,,,,,,2025-11-29 07:32:31
1675,2022-09-23,ETHUSDT,,,,1.042819369267014,,,,,,2025-11-30 04:12:26
173,2022-09-24,BTCUSDT,,,,1.1477436084545138,,,,,,2025-11-29 07:32:31
