date,upbit_price,upbit_open,upbit_high,upbit_low,binance_price,binance_open,binance_high,binance_low,bitget_price,bitget_open,bitget_high,bitget_low,bybit_price,bybit_open,bybit_high,bybit_low,krw_usd
2022-09-10,29727000.0,29344000.0,29900000.0,29001000.0,21648.34,21361.62,21810.8,21111.13,21641.17,21220.02,21802.0,21175.23,21645.83,21364.44,21806.64,21116.39,1267.3
2022-09-11,30028000.0,29727000.0,30030000.0,29527000.0,21826.87,21647.21,21860.0,21350.0,22114.18,21641.17,22477.1,21468.51,21823.17,21645.83,21865.56,21344.7,1267.3
2022-09-12,30656000.0,30028000.0,30851000.0,29780000.0,22395.74,21826.87,22488.0,21538.51,20828.09,22114.18,22774.96,20777.88,22394.49,21823.17,22484.14,21545.45,1267.3
2022-09-13,28371000.0,30684000.0,31300000.0,28200000.0,20173.57,22395.44,22799.0,19860.0,20178.4,20828.09,20918.1,19880.25,20172.78,22394.49,22800.35,19872.68,1267.3
2022-09-14,28344000.0,28371000.0,28813000.0,27688000.0,20226.71,20173.62,20541.48,19617.62,19737.4,20178.4,20388.43,19514.41,20224.55,20172.78,20533.32,19623.37,1267.3
2022-09-15,28024000.0,28352000.0,28518000.0,27774000.0,19701.88,20227.17,20330.24,19497.0,19660.72,19737.4,19944.25,19457.48,19700.98,20224.55,20328.84,19500.0,1267.3
2022-09-16,27915000.0,28029000.0,28173000.0,27453000.0,19803.3,19701.88,19890.0,19320.01,19964.28,19660.72,20062.7,19331.17,19807.09,19700.98,19890.0,19335.0,1267.3
2022-09-17,28174000.0,27916000.0,28357000.0,27893000.0,20113.62,19803.3,20189.0,19748.08,19815.73,19964.28,20182.96,19734.58,20112.0,19807.09,20186.41,19745.41,1267.3
2022-09-18,27490000.0,28174000.0,28206000.0,27280000.0,19416.18,20112.61,20117.26,19335.62,19079.42,19815.73,19877.27,18260.23,19416.95,20112.0,20117.19,19335.26,1267.3
2022-09-19,27566000.0,27490000.0,27732000.0,26216000.0,19537.02,19417.45,19686.2,18232.56,19237.44,19079.42,19676.81,18779.83,19535.58,19416.95,19685.0,18252.0,1267.3
2022-09-20,26757000.0,27566000.0,27707000.0,26582000.0,18875.0,19537.02,19634.62,18711.87,19192.11,19237.44,19473.44,18732.03,18875.72,19535.58,19634.8,18725.0,1267.3
2022-09-21,26538000.0,26757000.0,27974000.0,26199000.0,18461.36,18874.31,19956.0,18125.98,18987.3,19192.11,19937.12,18144.94,18459.81,18875.72,19973.62,18137.44,1267.3
2022-09-22,27572000.0,26523000.0,27698000.0,26478000.0,19401.63,18461.36,19550.17,18356.39,18713.58,18987.3,19504.34,18535.09,19397.79,18459.81,19528.59,18359.11,1267.3
2022-09-23,27594000.0,27571000.0,27788000.0,26709000.0,19289.91,19401.63,19500.0,18531.42,19121.25,18713.58,19400.0,18574.65,19287.95,19397.79,19500.0,18533.32,1267.3
2022-09-24,27270000.0,27591000.0,27611000.0,27101000.0,18920.5,19288.57,19316.14,18805.34,18989.53,19121.25,19194.36,18809.92,18918.62,19287.95,19312.49,18806.0,1267.3
2022-09-25,27051000.0,27270000.0,27499000.0,26910000.0,18807.38,18921.99,19180.21,18629.2,19112.64,18989.53,19312.99,18634.6,18806.85,18918.62,19185.45,18631.69,1267.3
2022-09-26,27597000.0,27051000.0,27749000.0,27000000.0,19227.82,18809.13,19318.96,18680.72,19886.2,19112.64,20374.29,18973.16,19225.7,18806.85,19317.06,18681.23,1267.3
2022-09-27,27501000.0,27604000.0,29112000.0,27130000.0,19079.13,19226.68,20385.86,18816.32,19488.71,19886.2,19947.96,18486.77,19076.02,19225.7,20383.48,18812.6,1267.3
2022-09-28,27952000.0,27495000.0,28421000.0,26800000.0,19412.82,19078.1,19790.0,18471.28,19290.52,19488.71,19773.27,18846.79,19413.5,19076.02,19776.68,18468.11,1267.3
2022-09-29,28033000.0,27952000.0,28246000.0,27290000.0,19591.51,19412.82,19645.52,18843.01,19752.72,19290.52,20178.56,19126.32,19591.57,19413.5,19643.92,18842.36,1267.3
2022-09-30,27924000.0,28020000.0,28841000.0,27580000.0,19422.61,19590.54,20185.0,19155.36,19332.7,19752.72,19868.97,19167.89,19421.9,19591.57,20181.4,19154.67,1267.3
2022-10-01,27868000.0,27924000.0,28008000.0,27696000.0,19310.95,19422.61,19484.0,19159.42,19143.19,19332.7,19393.97,19038.33,19311.15,19421.9,19483.3,19161.74,1267.3
2022-10-02,27691000.0,27868000.0,27960000.0,27512000.0,19056.8,19312.24,19395.91,18920.35,19336.86,19143.19,19493.73,18922.64,19058.81,19311.15,19395.76,18921.46,1267.3
2022-10-03,28299000.0,27672000.0,28375000.0,27591000.0,19629.08,19057.74,19719.1,18959.68,20099.77,19336.86,20254.93,19313.72,19628.05,19058.81,19714.24,18962.08,1267.3
2022-10-04,28980000.0,28280000.0,29094000.0,28145000.0,20337.82,19629.08,20475.0,19490.6,19999.58,20099.77,20451.22,19750.0,20337.71,19628.05,20460.0,19493.08,1267.3
2022-10-05,28721000.0,28952000.0,29017000.0,28322000.0,20158.26,20337.82,20365.6,19730.0,20014.26,19999.58,20446.09,19877.93,20161.1,20337.71,20361.59,19736.83,1267.3
2022-10-06,28418000.0,28720000.0,28930000.0,28290000.0,19960.67,20158.26,20456.6,19853.0,19577.62,20014.26,20246.83,19341.0,19961.77,20161.1,20455.04,19852.61,1267.3
2022-10-07,27805000.0,28418000.0,28517000.0,27663000.0,19530.09,19960.67,20068.82,19320.0,19487.21,19577.62,19642.71,19331.27,19527.0,19961.77,20065.44,19321.58,1267.3
2022-10-08,27743000.0,27810000.0,27933000.0,27602000.0,19417.96,19530.09,19627.38,19237.14,19536.02,19487.21,19550.85,19260.4,19414.41,19527.0,19626.0,19241.0,1267.3
2022-10-09,27679000.0,27743000.0,27885000.0,27622000.0,19439.02,19416.52,19558.0,19316.04,19271.06,19536.02,19552.87,19128.26,19438.5,19414.41,19555.2,19317.13,1267.3
2022-10-10,27401000.0,27679000.0,27833000.0,27359000.0,19131.87,19439.96,19525.0,19020.25,19147.44,19271.06,19355.87,18859.49,19130.45,19438.5,19526.01,19022.0,1267.3
2022-10-11,27339000.0,27397000.0,27678000.0,27131000.0,19060.0,19131.87,19268.09,18860.0,19137.32,19147.44,19200.44,18847.76,19058.0,19130.45,19267.33,18857.12,1267.3
2022-10-12,27460000.0,27339000.0,27523000.0,27255000.0,19155.53,19060.0,19238.31,18965.88,18953.06,19137.32,19234.91,18190.07,19154.93,19058.0,19240.0,18960.68,1267.3
2022-10-13,27810000.0,27460000.0,28063000.0,26400000.0,19375.13,19155.1,19513.79,18190.0,19358.37,18953.06,19949.28,18903.16,19374.98,19154.93,19507.0,18160.47,1267.3
2022-10-14,27660000.0,27808000.0,28539000.0,27500000.0,19176.93,19375.58,19951.87,19070.37,19129.72,19358.37,19402.22,19041.07,19175.68,19374.98,19950.57,19074.3,1267.3
2022-10-15,27524000.0,27656000.0,27722000.0,27410000.0,19069.39,19176.93,19227.68,18975.18,19156.27,19129.72,19194.79,18982.93,19071.34,19175.68,19226.0,18980.0,1267.3
2022-10-16,27655000.0,27548000.0,27900000.0,27502000.0,19262.98,19068.4,19425.84,19063.74,19532.53,19156.27,19675.02,19105.42,19264.83,19071.34,19424.73,19066.01,1267.3
2022-10-17,27993000.0,27655000.0,28200000.0,27526000.0,19549.86,19262.98,19676.96,19152.03,19375.21,19532.53,19706.66,19282.01,19550.15,19264.83,19677.4,19155.58,1267.3
2022-10-18,27812000.0,27993000.0,28180000.0,27530000.0,19327.44,19548.48,19706.66,19091.0,19267.81,19375.21,19440.13,19076.58,19328.0,19550.15,19704.7,19093.64,1267.3
2022-10-19,27657000.0,27824000.0,27825000.0,27536000.0,19123.97,19327.44,19360.16,19065.97,19252.75,19267.81,19342.81,18917.15,19123.0,19328.0,19359.37,19074.6,1267.3
2022-10-20,27505000.0,27639000.0,27800000.0,27400000.0,19041.92,19123.35,19347.82,18900.0,19161.12,19252.75,19256.26,18665.05,19043.65,19123.0,19343.0,18905.83,1267.3
2022-10-21,27580000.0,27505000.0,27700000.0,27130000.0,19164.37,19041.92,19250.0,18650.0,19234.1,19161.12,19252.97,19090.69,19163.1,19043.65,19249.92,18662.0,1267.3
2022-10-22,27620000.0,27600000.0,27700000.0,27547000.0,19204.35,19164.37,19257.0,19112.72,19193.5,19234.1,19248.51,19076.85,19202.45,19163.1,19261.01,19112.9,1267.3
2022-10-23,27981000.0,27620000.0,28152000.0,27484000.0,19570.4,19204.29,19695.0,19070.11,19300.87,19193.5,19691.78,19163.06,19569.0,19202.45,19695.0,19069.51,1267.3
2022-10-24,27803000.0,27981000.0,28077000.0,27663000.0,19329.72,19570.4,19601.15,19157.0,19742.43,19300.87,19808.85,19223.51,19331.0,19569.0,19600.5,19156.01,1267.3
2022-10-25,28494000.0,27803000.0,28844000.0,27621000.0,20080.07,19330.6,20415.87,19237.0,20845.93,19742.43,21015.07,19721.06,20081.22,19331.0,20419.12,19238.66,1267.3
2022-10-26,29079000.0,28494000.0,29447000.0,28470000.0,20771.59,20079.02,21020.0,20050.41,20564.17,20845.93,20993.96,20433.17,20769.66,20081.22,21018.0,20048.64,1267.3
2022-10-27,28590000.0,29116000.0,29238000.0,28530000.0,20295.11,20771.61,20872.21,20200.0,20482.04,20564.17,20678.9,20004.8,20295.32,20769.66,20873.28,20200.0,1267.3
2022-10-28,28958000.0,28590000.0,29183000.0,28350000.0,20591.84,20295.11,20750.0,20000.09,20925.23,20482.04,21070.57,20452.37,20591.65,20295.32,20750.0,20000.0,1267.3
2022-10-29,29091000.0,28932000.0,29497000.0,28910000.0,20809.67,20591.84,21085.0,20554.01,20678.92,20925.23,20980.37,20624.08,20808.44,20591.65,21082.91,20553.23,1267.3
2022-10-30,28957000.0,29091000.0,29350000.0,28902000.0,20627.48,20809.68,20931.21,20515.0,20401.75,20678.92,20841.08,20239.6,20627.18,20808.44,20932.0,20514.0,1267.3
2022-10-31,28778000.0,28957000.0,29217000.0,28580000.0,20490.74,20627.48,20845.92,20237.95,20444.77,20401.75,20682.76,20330.65,20491.17,20627.18,20841.61,20237.18,1267.3
2022-11-01,28749000.0,28778000.0,28928000.0,28634000.0,20483.62,20490.74,20700.0,20330.74,20408.92,20444.77,20559.19,20341.5,20483.43,20491.17,20695.0,20330.35,1267.3
2022-11-02,28632000.0,28753000.0,29299000.0,28500000.0,20151.84,20482.81,20800.0,20048.04,20249.03,20408.92,20798.59,20038.43,20151.84,20483.43,20799.0,20058.97,1267.3
2022-11-03,28693000.0,28632000.0,28900000.0,28443000.0,20207.82,20151.84,20393.32,20031.24,20840.68,20249.03,21296.48,20160.43,20209.59,20151.84,20393.52,20029.42,1267.3
2022-11-04,29388000.0,28685000.0,29679000.0,28683000.0,21148.52,20207.12,21302.05,20180.96,21300.2,20840.68,21473.18,20673.86,21143.84,20209.59,21300.0,20182.04,1267.3
2022-11-05,29756000.0,29388000.0,29870000.0,29304000.0,21299.37,21148.52,21480.65,21080.65,21242.91,21300.2,21376.28,21145.19,21298.28,21143.84,21480.0,21080.27,1267.3
2022-11-06,29473000.0,29756000.0,29869000.0,29400000.0,20905.58,21299.37,21365.27,20886.13,20764.1,21242.91,21278.36,20582.54,20908.35,21298.28,21366.0,20887.3,1267.3
2022-11-07,28945000.0,29470000.0,29658000.0,28790000.0,20591.13,20905.58,21069.77,20384.89,19517.53,20764.1,20888.73,19240.0,20589.55,20908.35,21070.71,20384.44,1267.3
2022-11-08,26650000.0,28945000.0,29020000.0,25842000.0,18547.23,20590.67,20700.88,17166.83,17120.04,19517.53,20677.13,16919.95,18545.0,20589.55,20679.66,17531.0,1267.3
2022-11-09,22919000.0,26652000.0,26832000.0,22564000.0,15922.81,18545.38,18587.76,15588.0,17553.91,17120.04,17954.55,15576.0,15910.69,18545.0,18587.78,15530.0,1267.3
2022-11-10,24779000.0,22924000.0,25120000.0,22840000.0,17601.15,15922.68,18199.0,15754.26,16874.39,17553.91,18171.72,16373.63,17600.05,15910.69,18150.0,15736.68,1267.3
2022-11-11,23656000.0,24773000.0,24928000.0,23000000.0,17070.31,17602.45,17695.0,16361.6,16932.08,16874.39,17139.28,16557.33,17058.81,17600.05,17692.14,16364.0,1267.3
2022-11-12,23380000.0,23657000.0,23755000.0,23061000.0,16812.08,17069.98,17119.1,16631.39,16574.31,16932.08,16961.62,16442.23,16814.0,17058.81,17110.0,16636.1,1267.3
2022-11-13,22510000.0,23380000.0,23515000.0,22500000.0,16329.85,16813.16,16954.28,16229.0,16594.39,16574.31,17183.52,15823.35,16340.57,16814.0,16951.5,16235.01,1267.3
2022-11-14,22701000.0,22511000.0,23438000.0,21509000.0,16619.46,16331.78,17190.0,15815.21,16981.96,16594.39,17116.34,16190.66,16620.26,16340.57,17188.88,15825.88,1267.3
2022-11-15,23003000.0,22706000.0,23220000.0,22530000.0,16900.57,16617.72,17134.69,16527.72,16431.78,16981.96,17064.26,16393.73,16894.5,16620.26,17123.0,16527.0,1267.3
2022-11-16,22954000.0,23003000.0,23162000.0,22550000.0,16662.76,16900.57,17015.92,16378.61,16545.06,16431.78,16755.57,16405.17,16658.23,16894.5,17016.66,16380.0,1267.3
2022-11-17,22982000.0,22954000.0,23039000.0,22613000.0,16692.56,16661.61,16751.0,16410.74,16695.39,16545.06,16986.78,16518.88,16692.1,16658.23,16747.96,16415.56,1267.3
2022-11-18,23061000.0,22982000.0,23330000.0,22900000.0,16700.45,16692.56,17011.0,16546.04,16656.53,16695.39,16731.17,16551.61,16696.97,16692.1,16991.0,16542.42,1267.3
2022-11-19,23081000.0,23062000.0,23197000.0,22928000.0,16700.68,16699.43,16822.41,16553.53,16580.21,16656.53,16819.13,16467.33,16695.81,16696.97,16817.48,16552.99,1267.3
2022-11-20,22788000.0,23082000.0,23128000.0,22651000.0,16280.23,16700.68,16753.33,16180.0,16126.99,16580.21,16605.85,15909.0,16278.35,16695.81,16749.18,16183.73,1267.3
2022-11-21,22220000.0,22763000.0,22810000.0,22000000.0,15781.29,16279.5,16319.0,15476.0,16237.77,16126.99,16296.89,15493.68,15782.91,16278.35,16318.32,15484.34,1267.3
2022-11-22,22584000.0,22220000.0,22719000.0,22031000.0,16226.94,15781.29,16315.0,15616.63,16426.94,16237.77,16657.42,16052.63,16222.53,15782.91,16302.26,15622.5,1267.3
2022-11-23,22985000.0,22599000.0,23121000.0,22525000.0,16603.11,16227.96,16706.0,16160.2,16558.99,16426.94,16797.87,16322.22,16603.73,16222.53,16700.0,16159.01,1267.3
2022-11-24,22738000.0,22985000.0,23220000.0,22566000.0,16598.95,16603.11,16812.63,16458.05,16510.2,16558.99,16666.62,16351.61,16598.08,16603.73,16808.9,16457.92,1267.3
2022-11-25,22676000.0,22735000.0,22794000.0,22370000.0,16522.14,16599.55,16666.0,16342.81,16513.99,16510.2,16695.0,16461.8,16522.0,16598.08,16623.79,16343.4,1267.3
2022-11-26,22660000.0,22677000.0,22862000.0,22605000.0,16458.57,16521.35,16701.99,16385.0,16574.95,16513.99,16593.94,16391.07,16462.86,16522.0,16696.22,16387.15,1267.3
2022-11-27,22646000.0,22646000.0,22774000.0,22605000.0,16428.78,16457.61,16600.0,16401.0,16146.74,16574.95,16594.67,16063.09,16429.75,16462.86,16597.25,16403.53,1267.3
2022-11-28,22339000.0,22661000.0,22690000.0,22217000.0,16212.91,16428.77,16487.04,15995.27,16392.58,16146.74,16537.44,16007.08,16217.36,16429.75,16488.7,16000.0,1267.3
2022-11-29,22417000.0,22329000.0,22617000.0,22155000.0,16442.53,16212.18,16548.71,16100.0,16865.66,16392.58,17071.33,16348.67,16442.15,16217.36,16546.56,16101.0,1267.3
2022-11-30,23192000.0,22417000.0,23293000.0,22415000.0,17163.64,16442.91,17249.0,16428.3,16975.91,16865.66,17289.92,16718.76,17163.07,16442.15,17250.0,16428.42,1267.3
2022-12-01,23002000.0,23209000.0,23400000.0,22871000.0,16977.37,17165.53,17324.0,16855.01,16937.28,16975.91,17099.77,16794.62,16978.95,17163.07,17317.71,16863.5,1267.3
2022-12-02,22877000.0,23008000.0,23046000.0,22650000.0,17092.74,16978.0,17105.73,16787.85,16961.54,16937.28,17142.79,16896.82,17088.59,16978.95,17102.0,16780.39,1267.3
2022-12-03,22830000.0,22877000.0,22973000.0,22752000.0,16885.2,17092.13,17188.98,16858.74,17029.19,16961.54,17061.98,16865.23,16885.56,17088.59,17152.9,16861.54,1267.3
2022-12-04,22906000.0,22821000.0,23021000.0,22755000.0,17105.7,16885.2,17202.84,16878.25,17083.88,17029.19,17411.0,16973.96,17105.45,16885.56,17200.0,16884.65,1267.3
2022-12-05,22725000.0,22918000.0,23150000.0,22685000.0,16966.35,17106.65,17424.25,16867.0,16984.44,17083.88,17124.24,16876.04,16963.99,17105.45,17415.91,16867.67,1267.3
2022-12-06,22821000.0,22729000.0,22885000.0,22701000.0,17088.96,16966.35,17107.01,16906.37,16838.15,16984.44,17131.14,16698.79,17084.99,16963.99,17104.08,16904.6,1267.3
2022-12-07,22544000.0,22837000.0,22898000.0,22400000.0,16836.64,17088.96,17142.21,16678.83,16914.96,16838.15,16955.45,16741.21,16836.0,17084.99,17138.0,16689.0,1267.3
2022-12-08,22918000.0,22544000.0,23000000.0,22484000.0,17224.1,16836.64,17299.0,16733.49,17181.15,16914.96,17338.61,16910.6,17224.74,16836.0,17295.05,16730.0,1267.3
2022-12-09,22849000.0,22918000.0,23000000.0,22770000.0,17128.56,17224.1,17360.0,17058.21,17207.29,17181.15,17216.97,17071.25,17127.74,17224.74,17343.65,17058.58,1267.3
2022-12-10,22831000.0,22845000.0,22940000.0,22820000.0,17127.49,17128.56,17227.72,17092.0,17153.44,17207.29,17221.69,17103.71,17125.6,17127.74,17224.04,17091.32,1267.3
2022-12-11,22775000.0,22824000.0,22915000.0,22760000.0,17085.05,17127.49,17270.99,17071.0,17009.41,17153.44,17261.99,16872.97,17089.8,17125.6,17267.99,17059.92,1267.3
2022-12-12,22824000.0,22784000.0,22882000.0,22487000.0,17209.83,17085.05,17241.89,16871.85,17751.65,17009.41,17957.17,16982.08,17207.18,17089.8,17239.24,16870.8,1267.3
2022-12-13,23161000.0,22824000.0,23600000.0,22570000.0,17774.7,17208.93,18000.0,17080.14,18060.98,17751.65,18103.81,17619.53,17778.49,17207.18,17977.0,17079.31,1267.3
2022-12-14,23235000.0,23157000.0,23941000.0,23147000.0,17803.15,17775.82,18387.95,17660.94,17424.41,18060.98,18368.42,17383.25,17804.08,17778.49,18378.5,17658.0,1267.3
2022-12-15,22942000.0,23255000.0,23382000.0,22877000.0,17356.34,17804.01,17854.82,17275.51,16972.29,17424.41,17524.66,16900.0,17358.15,17804.08,17852.3,17270.0,1267.3
2022-12-16,22249000.0,22952000.0,23050000.0,22125000.0,16632.12,17356.96,17531.73,16527.32,16699.6,16972.29,16974.81,16532.52,16634.6,17358.15,17522.98,16531.21,1267.3
2022-12-17,22230000.0,22249000.0,22367000.0,22000000.0,16776.52,16631.5,16796.82,16579.85,16684.64,16699.6,16799.05,16649.66,16778.09,16634.6,16796.63,16580.63,1267.3
2022-12-18,22210000.0,22230000.0,22299000.0,22111000.0,16738.21,16777.54,16863.26,16663.07,16669.58,16684.64,16841.63,16635.0,16738.48,16778.09,16863.0,16663.11,1267.3
2022-12-19,21654000.0,22214000.0,22240000.0,21521000.0,16438.88,16739.0,16815.99,16256.3,16919.29,16669.58,17046.84,16274.54,16440.6,16738.48,16815.09,16267.82,1267.3
2022-12-20,22011000.0,21654000.0,22221000.0,21585000.0,16895.56,16438.88,17061.27,16397.2,16860.31,16919.29,16934.21,16734.03,16897.99,16440.6,17054.5,16398.04,1267.3
2022-12-21,21943000.0,22017000.0,22065000.0,21874000.0,16824.67,16896.15,16925.0,16723.0,16636.64,16860.31,16864.81,16617.2,16825.64,16897.99,16924.08,16730.25,1267.3
2022-12-22,21891000.0,21943000.0,21980000.0,21659000.0,16821.43,16824.68,16868.52,16559.85,16833.94,16636.64,16934.57,16569.03,16821.46,16825.64,16867.64,16563.68,1267.3
2022-12-23,21872000.0,21891000.0,22000000.0,21764000.0,16778.5,16821.9,16955.14,16731.13,16835.92,16833.94,16855.89,16770.95,16782.72,16821.46,16940.0,16703.43,1267.3
2022-12-24,21951000.0,21884000.0,21985000.0,21858000.0,16836.12,16778.52,16869.99,16776.62,16794.37,16835.92,16857.78,16731.36,16833.79,16782.72,16862.07,16778.8,1267.3
2022-12-25,21848000.0,21951000.0,21962000.0,21776000.0,16832.11,16835.73,16857.96,16721.0,16808.65,16794.37,16914.06,16734.63,16829.75,16833.79,16853.88,16720.0,1267.3
2022-12-26,21702000.0,21854000.0,21861000.0,21596000.0,16919.39,16832.11,16944.52,16791.0,16800.15,16808.65,16965.57,16738.94,16916.41,16829.75,16940.0,16789.99,1267.3
2022-12-27,21321000.0,21711000.0,21745000.0,21242000.0,16706.36,16919.39,16972.83,16592.37,16578.07,16800.15,16804.01,16567.4,16707.98,16916.41,16969.33,16599.0,1267.3
2022-12-28,21061000.0,21324000.0,21396000.0,21010000.0,16547.31,16706.06,16785.19,16465.33,16615.33,16578.07,16662.73,16471.03,16547.24,16707.98,16783.35,16468.45,1267.3
2022-12-29,21201000.0,21061000.0,21295000.0,20908000.0,16633.47,16547.32,16664.41,16488.91,16555.05,16615.33,16653.76,16343.75,16634.29,16547.24,16661.47,16490.66,1267.3
2022-12-30,21070000.0,21201000.0,21232000.0,20700000.0,16607.48,16633.47,16677.35,16333.0,16590.7,16555.05,16657.42,16517.6,16606.25,16634.29,16670.0,16336.03,1267.3
2022-12-31,21079000.0,21086000.0,21249000.0,20966000.0,16542.4,16607.48,16644.09,16470.0,16557.99,16590.7,16612.15,16475.23,16541.8,16606.25,16643.6,16471.44,1267.3
